file,venue,class4,lighting,camera,people_inside,people_on_pitch,ball_visible,confidence,counter,date,note
1_empty/slot_20260712_2030_camA_t001663.jpg,venue_01,1_empty,night,camera_B,0,0,no,unsure,claude-first-pass,2026-09-19,figure at the dugout outside; the same translucent smear at centre as #6 - a lens artefact in every camA night frame
1_empty/slot_20260711_1000_camA_t003326.jpg,venue_01,1_empty,day,camera_A,0,0,no,sure,claude-first-pass,2026-09-19,
1_empty/slot_20260711_1000_camB_t002023.jpg,venue_01,1_empty,day,camera_B,0,0,no,sure,claude-first-pass,2026-09-19,cars in the hull
1_empty/slot_20260712_2030_camB_t002383.jpg,venue_01,1_empty,night,camera_A,0,0,no,sure,claude-first-pass,2026-09-19,figures beyond the perimeter wall at top
1_empty/slot_20260711_1000_camB_t000539.jpg,venue_01,1_empty,day,camera_B,2,2,unsure,unsure,claude-first-pass,2026-09-19,two figures at the far-left corner by the goal line inside the boundary - on the pitch or on the walkway behind it; label EMPTY may be wrong; small object beside them may be a ball
1_empty/slot_20260711_1000_camA_t002367.jpg,venue_01,1_empty,day,camera_A,0,0,no,sure,claude-first-pass,2026-09-19,
1_empty/slot_20260712_2030_camA_t001633.jpg,venue_01,1_empty,night,camera_B,0,0,no,sure,claude-first-pass,2026-09-19,lens smear at centre
1_empty/slot_20260711_1000_camA_t002757.jpg,venue_01,1_empty,day,camera_A,0,0,no,sure,claude-first-pass,2026-09-19,
1_empty/slot_20260711_1000_camB_t001349.jpg,venue_01,1_empty,day,camera_B,0,0,no,sure,claude-first-pass,2026-09-19,cars in the hull
3_people_not_playing/slot_20260711_1000_camA_t000248_m.jpg,venue_01,3_people_not_playing,day,camera_A,1,1,unsure,sure,claude-first-pass,2026-09-19,recorded C3: one person walking on the pitch beside a metal frame (maintenance-like); people on the dugout bench outside; red object at the right edge may be a ball
3_people_not_playing/slot_20260711_1000_camA_t000261_m.jpg,venue_01,3_people_not_playing,day,camera_A,1,1,unsure,sure,claude-first-pass,2026-09-19,recorded C3: one person walking on the pitch; dugout people outside; same red object at the right edge
3_people_not_playing/slot_20260711_1000_camA_t000269.jpg,venue_01,3_people_not_playing,day,camera_A,1,1,no,sure,claude-first-pass,2026-09-19,recorded C3: one person at the right inside the boundary; dugout people outside
3_people_not_playing/slot_20260711_1000_camA_t000239.jpg,venue_01,3_people_not_playing,day,camera_A,0,1,unsure,sure,claude-first-pass,2026-09-19,recorded C3: the person carrying the frame is on the far half OUTSIDE camA's boundary; red object at right edge may be a ball
3_people_not_playing/slot_20260711_1000_camA_t000494.jpg,venue_01,3_people_not_playing,day,camera_A,0,1,no,sure,claude-first-pass,2026-09-19,recorded C3: person in red at the far goal line and a ball at (900
3_people_not_playing/slot_20260711_1000_camA_t000509.jpg,venue_01,3_people_not_playing,day,camera_A,0,1,no,sure,claude-first-pass,2026-09-19,recorded C3: person in red walking on the far half just above the boundary's top edge
2_playing/clip_ca_1788518291422_t001266.jpg,clipvenue_a_blue_barrier,2_playing,night,ca_1788518291422,9,9,yes,unsure,claude-first-pass,2026-09-19,clip venue a: 8-9 players inside plus one partly visible at the left edge; ball at the foreground player's feet; spectators beyond the far fence
2_playing/clip_cd_1788518082821_t009166.jpg,clipvenue_d_indoor_dome,2_playing,night,cd_1788518082821,4,12,no,unsure,claude-first-pass,2026-09-19,clip venue d dome: boundary covers only the near half; about 12 players on the pitch of which 4 have feet inside (three near the right centre circle borderline)
2_playing/clip_ce_1788518718116_t012233.jpg,clipvenue_e_pink_boards,2_playing,night,ce_1788518718116,11,11,no,unsure,claude-first-pass,2026-09-19,clip venue e: 11-12 players spread over the far half all inside the boundary; a red jacket on the floor outside left
2_playing/clip_cf_1788517934401_t001000.jpg,clipvenue_f_outdoor_bldg,2_playing,night,cf_1788517934401,9,9,no,sure,claude-first-pass,2026-09-19,clip venue f: 9 players inside; the ball is in the air at (690
2_playing/clip_cg_1788518149492_t005833.jpg,clipvenue_g_netting,2_playing,night,cg_1788518149492,6,8,unsure,unsure,claude-first-pass,2026-09-19,clip venue g: 6 players with feet inside; two figures at the far goal line beyond the top edge; possible ball at the white player's feet (590
2_playing/clip_ch_1788518036387_t005400.jpg,clipvenue_h_teal_pitch,2_playing,night,ch_1788518036387,12,12,unsure,unsure,claude-first-pass,2026-09-19,clip venue h: 11-12 players inside incl. two at the far goal and one sitting by the far-right wall; possible ball near (420
2_playing/clip_ci_1788517913957_t001266.jpg,clipvenue_i_outdoor_trees,2_playing,night,ci_1788517913957,6,5,unsure,unsure,claude-first-pass,2026-09-19,clip venue i: 5 players on this pitch inside; the boundary also takes in 1-2 spectators beyond the far fence; person sitting bottom-left outside; possible ball at (505
2_playing/clip_ca_1788518291422_t005366.jpg,clipvenue_a_blue_barrier,2_playing,night,ca_1788518291422,10,10,unsure,unsure,claude-first-pass,2026-09-19,clip venue a: 9-10 players inside; probable ball at (1085
2_playing/clip_cd_1788518082821_t005900.jpg,clipvenue_d_indoor_dome,2_playing,night,cd_1788518082821,3,11,no,sure,claude-first-pass,2026-09-19,clip venue d dome: boundary covers the near half; 3 players inside of about 11 on the pitch
2_playing/clip_ce_1788518718116_t001333.jpg,clipvenue_e_pink_boards,2_playing,night,ce_1788518718116,12,12,unsure,unsure,claude-first-pass,2026-09-19,clip venue e: 12-13 players inside; possible ball near (1090
2_playing/clip_cf_1788517934401_t004300.jpg,clipvenue_f_outdoor_bldg,2_playing,night,cf_1788517934401,8,8,yes,sure,claude-first-pass,2026-09-19,clip venue f: 8 players inside; ball at the players' feet around (955
2_playing/clip_cg_1788518155619_t001200.jpg,clipvenue_g_netting,2_playing,night,cg_1788518155619,5,5,yes,unsure,claude-first-pass,2026-09-19,clip venue g: 4-5 players inside (one far green player borderline at the top edge); ball at (855
2_playing/clip_ch_1788518162577_t009933.jpg,clipvenue_h_teal_pitch,2_playing,night,ch_1788518162577,8,8,unsure,unsure,claude-first-pass,2026-09-19,clip venue h: 7 players inside plus one person sitting by the far-right fence inside; the player at the right frame edge is outside the boundary; ball probably in the air near the diving player (655
2_playing/clip_ci_1788518712737_t003200.jpg,clipvenue_i_outdoor_trees,2_playing,night,ci_1788518712737,9,9,no,unsure,claude-first-pass,2026-09-19,clip venue i: 7 players inside plus 2 partial at the right edge; two red goalkeepers/players at the far goal line borderline
2_playing/clip_ca_1788518486158_t008933.jpg,clipvenue_a_blue_barrier,2_playing,night,ca_1788518486158,9,10,yes,unsure,claude-first-pass,2026-09-19,clip venue a: 9 inside; one yellow player at (940
2_playing/clip_cd_1788518102618_t002633.jpg,clipvenue_d_indoor_dome,2_playing,night,cd_1788518102618,5,8,yes,unsure,claude-first-pass,2026-09-19,clip venue d dome: near-half boundary; 5 inside with 2-3 borderline at the top edge; ball at the white players' feet (960
2_playing/clip_ce_1788518718116_t003533.jpg,clipvenue_e_pink_boards,2_playing,night,ce_1788518718116,12,12,yes,unsure,claude-first-pass,2026-09-19,clip venue e: 12 players; ball at (960
2_playing/clip_cf_1788517934401_t007566.jpg,clipvenue_f_outdoor_bldg,2_playing,night,cf_1788517934401,6,6,no,sure,claude-first-pass,2026-09-19,clip venue f: 6 players inside (two close together at 590-600); no clear ball
2_playing/clip_cg_1788518055948_t005100.jpg,clipvenue_g_netting,2_playing,night,cg_1788518055948,7,7,no,unsure,claude-first-pass,2026-09-19,clip venue g: 7 inside incl. the red goalkeeper at the goal line; no clear ball
2_playing/clip_ch_1788518036387_t001266.jpg,clipvenue_h_teal_pitch,2_playing,night,ch_1788518036387,12,12,yes,unsure,claude-first-pass,2026-09-19,clip venue h: 11 players plus one sitting by the far-right wall inside; ball at (515
2_playing/clip_ci_1788517913957_t009366.jpg,clipvenue_i_outdoor_trees,2_playing,night,ci_1788517913957,8,8,no,unsure,claude-first-pass,2026-09-19,clip venue i: 7 players inside plus 1-2 at the far goal borderline; a person sitting bottom-left and a ball beside them are outside the boundary
2_playing/clip_ca_1788518356572_t010866.jpg,clipvenue_a_blue_barrier,2_playing,night,ca_1788518356572,9,9,unsure,unsure,claude-first-pass,2026-09-19,clip venue a: 9 inside incl. the foreground player cut off at the frame bottom; far players beyond the top edge outside; possible ball far right (1050
2_playing/clip_cd_1788518094123_t004266.jpg,clipvenue_d_indoor_dome,2_playing,night,cd_1788518094123,5,10,no,unsure,claude-first-pass,2026-09-19,clip venue d dome: near-half boundary; 5 inside (two borderline at the top edge) of about 10 on the pitch
2_playing/clip_ce_1788518730311_t012600.jpg,clipvenue_e_pink_boards,2_playing,night,ce_1788518730311,14,14,no,unsure,claude-first-pass,2026-09-19,clip venue e: 13-14 players inside plus a person leaning on the near goal frame bottom-right (inside the polygon)
2_playing/clip_cf_1788517934401_t009233.jpg,clipvenue_f_outdoor_bldg,2_playing,night,cf_1788517934401,5,5,no,sure,claude-first-pass,2026-09-19,clip venue f: 5 players inside; the two teal objects on the ground are cones
2_playing/clip_cg_1788518055948_t003166.jpg,clipvenue_g_netting,2_playing,night,cg_1788518055948,7,7,yes,sure,claude-first-pass,2026-09-19,clip venue g: 7 inside incl. the red goalkeeper; ball at (340
2_playing/clip_ch_1788518036387_t007433.jpg,clipvenue_h_teal_pitch,2_playing,night,ch_1788518036387,12,12,no,unsure,claude-first-pass,2026-09-19,clip venue h: 11 players plus one sitting by the far-right wall inside; no clear ball
2_playing/clip_ci_1788517881838_t005066.jpg,clipvenue_i_outdoor_trees,2_playing,night,ci_1788517881838,7,7,yes,unsure,claude-first-pass,2026-09-19,clip venue i: 6-7 inside incl. the blue goalkeeper and a player diving at far left; ball in the red player's hands (615
2_playing/clip_ca_1788518284135_t008933.jpg,clipvenue_a_blue_barrier,2_playing,night,ca_1788518284135,7,7,no,unsure,claude-first-pass,2026-09-19,clip venue a: 4 clear players inside plus 3 small far figures near the far end whose feet fall just inside the flat top edge; goalkeeper at the far goal borderline
2_playing/clip_cd_1788518094123_t007533.jpg,clipvenue_d_indoor_dome,2_playing,night,cd_1788518094123,6,9,no,unsure,claude-first-pass,2026-09-19,clip venue d dome: near-half boundary; 6 inside with three borderline at the top edge
2_playing/clip_ce_1788518730311_t008100.jpg,clipvenue_e_pink_boards,2_playing,night,ce_1788518730311,12,12,no,unsure,claude-first-pass,2026-09-19,clip venue e: 11 players plus the person at the near goal frame bottom-right inside
2_playing/clip_cf_1788518024202_t009200.jpg,clipvenue_f_outdoor_bldg,2_playing,night,cf_1788518024202,6,6,no,unsure,claude-first-pass,2026-09-19,clip venue f: 6 inside incl. the goalkeeper on the boundary's top edge
2_playing/clip_cg_1788518155619_t007066.jpg,clipvenue_g_netting,2_playing,night,cg_1788518155619,6,6,no,unsure,claude-first-pass,2026-09-19,clip venue g: 6 inside (one yellow bib at (900
2_playing/clip_ch_1788518162577_t001333.jpg,clipvenue_h_teal_pitch,2_playing,night,ch_1788518162577,6,6,no,unsure,claude-first-pass,2026-09-19,clip venue h: 6 inside incl. the red goalkeeper; possible small ball at (1000
2_playing/clip_ci_1788518712737_t009200.jpg,clipvenue_i_outdoor_trees,2_playing,night,ci_1788518712737,8,8,no,unsure,claude-first-pass,2026-09-19,clip venue i: 7 inside plus one partial at the right edge
2_playing/clip_ca_1788518338406_t001333.jpg,clipvenue_a_blue_barrier,2_playing,night,ca_1788518338406,3,6,no,unsure,claude-first-pass,2026-09-19,clip venue a: 3 inside (goalkeeper borderline) of about 6 on the pitch; the far half is outside the boundary
2_playing/clip_cd_1788518082821_t007533.jpg,clipvenue_d_indoor_dome,2_playing,night,cd_1788518082821,4,9,no,unsure,claude-first-pass,2026-09-19,clip venue d dome: near-half boundary; 4 inside of which 3 are borderline at the top edge; 5 far players outside
2_playing/clip_ce_1788518723558_t001266.jpg,clipvenue_e_pink_boards,2_playing,night,ce_1788518723558,10,10,no,unsure,claude-first-pass,2026-09-19,clip venue e: about 10 players all inside
2_playing/clip_cf_1788517934401_t005933.jpg,clipvenue_f_outdoor_bldg,2_playing,night,cf_1788517934401,8,8,yes,sure,claude-first-pass,2026-09-19,clip venue f: 8 players inside; ball at the blue player's feet (1130
2_playing/clip_cg_1788518136880_t003166.jpg,clipvenue_g_netting,2_playing,night,cg_1788518136880,9,9,no,unsure,claude-first-pass,2026-09-19,clip venue g: 9 inside incl. the green goalkeeper near the goal line
2_playing/clip_ch_1788518070457_t011966.jpg,clipvenue_h_teal_pitch,2_playing,night,ch_1788518070457,9,9,no,unsure,claude-first-pass,2026-09-19,clip venue h: 8 players plus one sitting by the far-right wall inside
2_playing/clip_ci_1788518712737_t007200.jpg,clipvenue_i_outdoor_trees,2_playing,night,ci_1788518712737,9,9,no,unsure,claude-first-pass,2026-09-19,clip venue i: 8 inside plus one partial at the right edge; red goalkeeper borderline at the top edge
2_playing/clip_ca_1788518291422_t011533.jpg,clipvenue_a_blue_barrier,2_playing,night,ca_1788518291422,7,7,no,unsure,claude-first-pass,2026-09-19,clip venue a: 7 inside; the far figures beyond the blue posts are outside
2_playing/clip_cd_1788518102618_t005900.jpg,clipvenue_d_indoor_dome,2_playing,night,cd_1788518102618,6,7,no,unsure,claude-first-pass,2026-09-19,clip venue d dome: 6 inside incl. the foreground runner cut off at the frame bottom; one far-left figure just outside the top edge
2_playing/clip_ce_1788518718116_t007866.jpg,clipvenue_e_pink_boards,2_playing,night,ce_1788518718116,13,13,no,unsure,claude-first-pass,2026-09-19,clip venue e: about 13 players inside
2_playing/clip_cf_1788518024202_t002633.jpg,clipvenue_f_outdoor_bldg,2_playing,night,cf_1788518024202,6,8,no,unsure,claude-first-pass,2026-09-19,clip venue f: 6 inside with two borderline on the boundary's top edge; one far-left player outside the polygon
2_playing/clip_cg_1788518149492_t001366.jpg,clipvenue_g_netting,2_playing,night,cg_1788518149492,8,8,no,unsure,claude-first-pass,2026-09-19,clip venue g: 7 inside plus a person cut off at the left frame edge; far goalkeeper borderline at the top edge
2_playing/clip_ch_1788518162577_t007800.jpg,clipvenue_h_teal_pitch,2_playing,night,ch_1788518162577,9,9,no,unsure,claude-first-pass,2026-09-19,clip venue h: 8 players plus one sitting by the far-right wall inside; the player at the right frame edge is outside the boundary
2_playing/clip_ci_1788517913957_t003300.jpg,clipvenue_i_outdoor_trees,2_playing,night,ci_1788517913957,6,6,unsure,unsure,claude-first-pass,2026-09-19,clip venue i: 6 inside incl. the diving goalkeeper; person sitting bottom-left outside; possible ball at (500
2_playing/clip_ca_1788518480806_t007300.jpg,clipvenue_a_blue_barrier,2_playing,night,ca_1788518480806,7,8,unsure,unsure,claude-first-pass,2026-09-19,clip venue a (other camera): 7 inside with two far players borderline; possible ball far right (1005
2_playing/slot_20260712_2030_camB_t000670_m.jpg,venue_01,2_playing,night,camera_A,3,10,no,sure,claude-first-pass,2026-09-19,venue_01 camB night PLAY: about 10 people on the pitch but only 3 with feet inside the derived boundary; the yellow-bib player at (835
2_playing/slot_20260712_2030_camA_t002003_m.jpg,venue_01,2_playing,night,camera_B,5,5,yes,sure,claude-first-pass,2026-09-19,venue_01 camA night PLAY: 5 inside; ball at (860
2_playing/slot_20260712_2030_camB_t001483.jpg,venue_01,2_playing,night,camera_A,3,8,no,sure,claude-first-pass,2026-09-19,venue_01 camB night PLAY: 3 inside (black-vest
2_playing/slot_20260712_2030_camA_t003476.jpg,venue_01,2_playing,night,camera_B,3,4,yes,sure,claude-first-pass,2026-09-19,venue_01 camA night PLAY: 3 inside (yellow bib left
2_playing/slot_20260712_2030_camB_t002128.jpg,venue_01,2_playing,night,camera_A,6,14,no,sure,claude-first-pass,2026-09-19,venue_01 camB night PLAY: 6 inside (yellow bib left
2_playing/slot_20260712_2030_camA_t000597_m.jpg,venue_01,2_playing,night,camera_B,5,5,yes,sure,claude-first-pass,2026-09-19,venue_01 camA night PLAY: 5 inside; ball at (200
2_playing/slot_20260712_2030_camB_t000509.jpg,venue_01,2_playing,night,camera_A,4,13,no,sure,claude-first-pass,2026-09-19,venue_01 camB night PLAY: 4 inside of about 13 on the pitch
2_playing/slot_20260712_2030_camA_t000479.jpg,venue_01,2_playing,night,camera_B,7,8,yes,sure,claude-first-pass,2026-09-19,venue_01 camA night PLAY: 7 inside incl. the far goalkeeper; ball at (775
2_playing/slot_20260712_2030_camB_t002967.jpg,venue_01,2_playing,night,camera_A,4,9,yes,sure,claude-first-pass,2026-09-19,venue_01 camB night PLAY: 4 inside (yellow bib
2_playing/slot_20260712_2030_camA_t002971_m.jpg,venue_01,2_playing,night,camera_B,8,8,yes,sure,claude-first-pass,2026-09-19,venue_01 camA night PLAY: 8 inside incl. the goalkeeper; ball at (470
2_playing/slot_20260711_1000_camA_t000014_m.jpg,venue_01,2_playing,day,camera_A,3,3,yes,sure,claude-first-pass,2026-09-19,venue_01 camA DAY labelled PLAY: a child and two adults with a ball - three people; under A36 this is 3_people_not_playing; RELABEL CANDIDATE; red ball outside right
2_playing/slot_20260712_2030_camA_t003371.jpg,venue_01,2_playing,night,camera_B,4,5,no,sure,claude-first-pass,2026-09-19,venue_01 camA night PLAY: 4 inside (yellow bib
2_playing/slot_20260712_2030_camB_t003227_m.jpg,venue_01,2_playing,night,camera_A,3,12,no,sure,claude-first-pass,2026-09-19,venue_01 camB night PLAY: 3 inside (yellow bib top-left on the line
2_playing/slot_20260712_2030_camA_t003376_m.jpg,venue_01,2_playing,night,camera_B,7,8,no,sure,claude-first-pass,2026-09-19,venue_01 camA night PLAY: 7 inside (two yellow bibs left
2_playing/slot_20260712_2030_camB_t003147.jpg,venue_01,2_playing,night,camera_A,2,11,no,sure,claude-first-pass,2026-09-19,venue_01 camB night PLAY: 2 inside (black-vest top-centre on the line
2_playing/slot_20260712_2030_camA_t001872.jpg,venue_01,2_playing,night,camera_B,4,5,no,sure,claude-first-pass,2026-09-19,venue_01 camA night PLAY: 4 inside (yellow bib left
2_playing/slot_20260712_2030_camB_t002937.jpg,venue_01,2_playing,night,camera_A,3,10,unsure,sure,claude-first-pass,2026-09-19,venue_01 camB night PLAY: 3 inside (black-white top-centre on the line
2_playing/slot_20260712_2030_camA_t001857.jpg,venue_01,2_playing,night,camera_B,3,4,no,sure,claude-first-pass,2026-09-19,venue_01 camA night PLAY: 3 inside (yellow bib left
2_playing/slot_20260712_2030_camB_t002538_m.jpg,venue_01,2_playing,night,camera_A,4,10,no,sure,claude-first-pass,2026-09-19,venue_01 camB night PLAY: 4 inside (yellow bib top-centre on the line
2_playing/slot_20260712_2030_camA_t001403_m.jpg,venue_01,2_playing,night,camera_B,10,10,yes,sure,claude-first-pass,2026-09-19,venue_01 camA night PLAY: 10 inside incl. the goalkeeper; ball at (880
2_playing/slot_20260712_2030_camB_t002323.jpg,venue_01,2_playing,night,camera_A,5,13,yes,sure,claude-first-pass,2026-09-19,venue_01 camB night PLAY: 5 inside (yellow bib left
2_playing/slot_20260712_2030_camA_t001303.jpg,venue_01,2_playing,night,camera_B,5,6,no,sure,claude-first-pass,2026-09-19,venue_01 camA night PLAY: 5 inside (yellow bib top-left
2_playing/slot_20260712_2030_camB_t000410_m.jpg,venue_01,2_playing,night,camera_A,3,7,no,sure,claude-first-pass,2026-09-19,venue_01 camB night PLAY: 3 inside (black-white centre
2_playing/slot_20260712_2030_camA_t001523_m.jpg,venue_01,2_playing,night,camera_B,6,7,yes,sure,claude-first-pass,2026-09-19,venue_01 camA night PLAY: 6 inside incl. the goalkeeper; the black-vest player at the left edge has feet on the boundary line; ball at (700
