file,class3,detected,inside
1_empty/slot_20260711_1000_camB_t000869.jpg,C1_EMPTY,0,0
1_empty/slot_20260711_1000_camB_t000884.jpg,C1_EMPTY,0,0
1_empty/slot_20260711_1000_camB_t000899.jpg,C1_EMPTY,0,0
1_empty/slot_20260711_1000_camB_t000914.jpg,C1_EMPTY,0,0
1_empty/slot_20260711_1000_camB_t000929.jpg,C1_EMPTY,1,0
1_empty/slot_20260711_1000_camB_t000944.jpg,C1_EMPTY,0,0
1_empty/slot_20260711_1000_camB_t000959.jpg,C1_EMPTY,0,0
1_empty/slot_20260711_1000_camB_t000974.jpg,C1_EMPTY,0,0
1_empty/slot_20260711_1000_camB_t000989.jpg,C1_EMPTY,0,0
1_empty/slot_20260711_1000_camB_t001004.jpg,C1_EMPTY,0,0
1_empty/slot_20260711_1000_camB_t001019.jpg,C1_EMPTY,0,0
1_empty/slot_20260711_1000_camB_t001034.jpg,C1_EMPTY,0,0
1_empty/slot_20260711_1000_camB_t001049.jpg,C1_EMPTY,0,0
1_empty/slot_20260711_1000_camB_t001054_m.jpg,C1_EMPTY,0,0
1_empty/slot_20260711_1000_camB_t001064.jpg,C1_EMPTY,0,0
1_empty/slot_20260711_1000_camB_t001079.jpg,C1_EMPTY,0,0
1_empty/slot_20260711_1000_camB_t001094.jpg,C1_EMPTY,0,0
1_empty/slot_20260711_1000_camB_t001109.jpg,C1_EMPTY,0,0
1_empty/slot_20260711_1000_camB_t001124.jpg,C1_EMPTY,0,0
1_empty/slot_20260711_1000_camB_t001139.jpg,C1_EMPTY,0,0
1_empty/slot_20260711_1000_camB_t001154.jpg,C1_EMPTY,0,0
1_empty/slot_20260711_1000_camB_t001169.jpg,C1_EMPTY,0,0
1_empty/slot_20260711_1000_camB_t001184.jpg,C1_EMPTY,0,0
1_empty/slot_20260711_1000_camB_t001199.jpg,C1_EMPTY,0,0
1_empty/slot_20260711_1000_camB_t001214.jpg,C1_EMPTY,0,0
1_empty/slot_20260711_1000_camB_t001229.jpg,C1_EMPTY,0,0
1_empty/slot_20260711_1000_camB_t001244.jpg,C1_EMPTY,0,0
1_empty/slot_20260711_1000_camB_t001259.jpg,C1_EMPTY,0,0
1_empty/slot_20260711_1000_camB_t001274.jpg,C1_EMPTY,0,0
1_empty/slot_20260711_1000_camB_t001289.jpg,C1_EMPTY,0,0
1_empty/slot_20260711_1000_camB_t001304.jpg,C1_EMPTY,0,0
1_empty/slot_20260711_1000_camB_t001319.jpg,C1_EMPTY,0,0
1_empty/slot_20260711_1000_camB_t001334.jpg,C1_EMPTY,0,0
1_empty/slot_20260711_1000_camB_t001349.jpg,C1_EMPTY,0,0
1_empty/slot_20260711_1000_camB_t001364.jpg,C1_EMPTY,0,0
1_empty/slot_20260711_1000_camB_t001379.jpg,C1_EMPTY,0,0
1_empty/slot_20260711_1000_camB_t001394.jpg,C1_EMPTY,0,0
1_empty/slot_20260711_1000_camB_t001409.jpg,C1_EMPTY,0,0
1_empty/slot_20260711_1000_camB_t001424.jpg,C1_EMPTY,1,1
1_empty/slot_20260711_1000_camB_t001439.jpg,C1_EMPTY,0,0
1_empty/slot_20260711_1000_camB_t001454.jpg,C1_EMPTY,1,1
1_empty/slot_20260711_1000_camB_t001469.jpg,C1_EMPTY,1,1
1_empty/slot_20260711_1000_camB_t001484.jpg,C1_EMPTY,0,0
1_empty/slot_20260711_1000_camB_t001499.jpg,C1_EMPTY,0,0
1_empty/slot_20260711_1000_camB_t001514.jpg,C1_EMPTY,0,0
1_empty/slot_20260711_1000_camB_t001529.jpg,C1_EMPTY,1,1
1_empty/slot_20260711_1000_camB_t001544.jpg,C1_EMPTY,0,0
1_empty/slot_20260711_1000_camB_t001559.jpg,C1_EMPTY,0,0
1_empty/slot_20260711_1000_camB_t001574.jpg,C1_EMPTY,0,0
1_empty/slot_20260711_1000_camB_t001589.jpg,C1_EMPTY,0,0
1_empty/slot_20260711_1000_camB_t001604.jpg,C1_EMPTY,0,0
1_empty/slot_20260711_1000_camB_t001619.jpg,C1_EMPTY,0,0
1_empty/slot_20260711_1000_camB_t001634.jpg,C1_EMPTY,0,0
1_empty/slot_20260711_1000_camB_t001649.jpg,C1_EMPTY,0,0
1_empty/slot_20260711_1000_camB_t001664.jpg,C1_EMPTY,0,0
1_empty/slot_20260711_1000_camB_t001679.jpg,C1_EMPTY,0,0
1_empty/slot_20260711_1000_camB_t001694.jpg,C1_EMPTY,0,0
1_empty/slot_20260711_1000_camB_t001709.jpg,C1_EMPTY,0,0
1_empty/slot_20260711_1000_camB_t001724.jpg,C1_EMPTY,0,0
1_empty/slot_20260711_1000_camB_t001739.jpg,C1_EMPTY,0,0
1_empty/slot_20260711_1000_camB_t001754.jpg,C1_EMPTY,0,0
1_empty/slot_20260711_1000_camB_t001769.jpg,C1_EMPTY,0,0
1_empty/slot_20260711_1000_camB_t001784.jpg,C1_EMPTY,0,0
1_empty/slot_20260711_1000_camB_t001799.jpg,C1_EMPTY,0,0
1_empty/slot_20260711_1000_camB_t001814.jpg,C1_EMPTY,0,0
1_empty/slot_20260711_1000_camB_t001829.jpg,C1_EMPTY,0,0
1_empty/slot_20260711_1000_camB_t001844.jpg,C1_EMPTY,0,0
1_empty/slot_20260711_1000_camB_t001859.jpg,C1_EMPTY,0,0
1_empty/slot_20260711_1000_camB_t001874.jpg,C1_EMPTY,0,0
1_empty/slot_20260711_1000_camB_t001889.jpg,C1_EMPTY,0,0
1_empty/slot_20260711_1000_camB_t001904.jpg,C1_EMPTY,1,1
1_empty/slot_20260711_1000_camB_t001919.jpg,C1_EMPTY,0,0
1_empty/slot_20260711_1000_camB_t001934.jpg,C1_EMPTY,0,0
1_empty/slot_20260711_1000_camB_t001949.jpg,C1_EMPTY,0,0
1_empty/slot_20260711_1000_camB_t001963.jpg,C1_EMPTY,0,0
1_empty/slot_20260711_1000_camB_t001978.jpg,C1_EMPTY,0,0
1_empty/slot_20260711_1000_camB_t001993.jpg,C1_EMPTY,0,0
1_empty/slot_20260711_1000_camB_t002008.jpg,C1_EMPTY,0,0
1_empty/slot_20260711_1000_camB_t002023.jpg,C1_EMPTY,0,0
1_empty/slot_20260711_1000_camB_t002038.jpg,C1_EMPTY,0,0
1_empty/slot_20260711_1000_camB_t002053.jpg,C1_EMPTY,0,0
1_empty/slot_20260711_1000_camB_t002068.jpg,C1_EMPTY,0,0
1_empty/slot_20260711_1000_camB_t002083.jpg,C1_EMPTY,0,0
1_empty/slot_20260711_1000_camB_t002098.jpg,C1_EMPTY,0,0
1_empty/slot_20260711_1000_camB_t002113.jpg,C1_EMPTY,0,0
1_empty/slot_20260711_1000_camB_t002118_m.jpg,C1_EMPTY,1,0
1_empty/slot_20260711_1000_camB_t002128.jpg,C1_EMPTY,0,0
1_empty/slot_20260711_1000_camB_t002143.jpg,C1_EMPTY,0,0
1_empty/slot_20260711_1000_camB_t002158.jpg,C1_EMPTY,0,0
1_empty/slot_20260711_1000_camB_t002173.jpg,C1_EMPTY,0,0
1_empty/slot_20260711_1000_camB_t002188.jpg,C1_EMPTY,0,0
1_empty/slot_20260711_1000_camB_t002203.jpg,C1_EMPTY,0,0
1_empty/slot_20260711_1000_camB_t002218.jpg,C1_EMPTY,0,0
1_empty/slot_20260711_1000_camB_t002233.jpg,C1_EMPTY,0,0
1_empty/slot_20260711_1000_camB_t002248.jpg,C1_EMPTY,0,0
1_empty/slot_20260711_1000_camB_t002263.jpg,C1_EMPTY,0,0
1_empty/slot_20260711_1000_camB_t002278.jpg,C1_EMPTY,0,0
1_empty/slot_20260711_1000_camB_t002293.jpg,C1_EMPTY,0,0
1_empty/slot_20260711_1000_camB_t002308.jpg,C1_EMPTY,0,0
1_empty/slot_20260711_1000_camB_t002323.jpg,C1_EMPTY,0,0
1_empty/slot_20260711_1000_camB_t002338.jpg,C1_EMPTY,0,0
1_empty/slot_20260711_1000_camB_t002353.jpg,C1_EMPTY,0,0
1_empty/slot_20260711_1000_camB_t002368.jpg,C1_EMPTY,0,0
1_empty/slot_20260711_1000_camB_t002383.jpg,C1_EMPTY,0,0
1_empty/slot_20260711_1000_camB_t002398.jpg,C1_EMPTY,0,0
1_empty/slot_20260711_1000_camB_t002413.jpg,C1_EMPTY,0,0
1_empty/slot_20260711_1000_camB_t002428.jpg,C1_EMPTY,0,0
1_empty/slot_20260711_1000_camB_t002443.jpg,C1_EMPTY,0,0
1_empty/slot_20260711_1000_camB_t002458.jpg,C1_EMPTY,0,0
1_empty/slot_20260711_1000_camB_t002473.jpg,C1_EMPTY,0,0
1_empty/slot_20260711_1000_camB_t002488.jpg,C1_EMPTY,0,0
1_empty/slot_20260711_1000_camB_t002503.jpg,C1_EMPTY,0,0
1_empty/slot_20260711_1000_camB_t002518.jpg,C1_EMPTY,0,0
1_empty/slot_20260711_1000_camB_t002533.jpg,C1_EMPTY,0,0
1_empty/slot_20260711_1000_camB_t002548.jpg,C1_EMPTY,0,0
1_empty/slot_20260711_1000_camB_t002563.jpg,C1_EMPTY,0,0
1_empty/slot_20260711_1000_camB_t002578.jpg,C1_EMPTY,0,0
1_empty/slot_20260711_1000_camB_t002593.jpg,C1_EMPTY,0,0
1_empty/slot_20260711_1000_camB_t002608.jpg,C1_EMPTY,0,0
1_empty/slot_20260711_1000_camB_t002623.jpg,C1_EMPTY,0,0
1_empty/slot_20260711_1000_camB_t002638.jpg,C1_EMPTY,0,0
1_empty/slot_20260711_1000_camB_t002653.jpg,C1_EMPTY,0,0
1_empty/slot_20260711_1000_camB_t002668.jpg,C1_EMPTY,0,0
1_empty/slot_20260711_1000_camB_t002683.jpg,C1_EMPTY,0,0
1_empty/slot_20260711_1000_camB_t002698.jpg,C1_EMPTY,0,0
1_empty/slot_20260711_1000_camB_t002713.jpg,C1_EMPTY,0,0
1_empty/slot_20260711_1000_camB_t002728.jpg,C1_EMPTY,0,0
1_empty/slot_20260711_1000_camB_t002743.jpg,C1_EMPTY,0,0
1_empty/slot_20260711_1000_camB_t002758.jpg,C1_EMPTY,0,0
1_empty/slot_20260711_1000_camB_t002773.jpg,C1_EMPTY,0,0
1_empty/slot_20260711_1000_camB_t002788.jpg,C1_EMPTY,0,0
1_empty/slot_20260711_1000_camB_t002803.jpg,C1_EMPTY,0,0
1_empty/slot_20260711_1000_camB_t002818.jpg,C1_EMPTY,0,0
1_empty/slot_20260711_1000_camB_t002833.jpg,C1_EMPTY,0,0
1_empty/slot_20260711_1000_camB_t002848.jpg,C1_EMPTY,0,0
1_empty/slot_20260711_1000_camB_t002863.jpg,C1_EMPTY,0,0
1_empty/slot_20260711_1000_camB_t002878.jpg,C1_EMPTY,0,0
1_empty/slot_20260711_1000_camB_t002893.jpg,C1_EMPTY,0,0
1_empty/slot_20260711_1000_camB_t002908.jpg,C1_EMPTY,0,0
1_empty/slot_20260711_1000_camB_t002923.jpg,C1_EMPTY,0,0
1_empty/slot_20260711_1000_camB_t002938.jpg,C1_EMPTY,0,0
1_empty/slot_20260711_1000_camB_t002953.jpg,C1_EMPTY,0,0
1_empty/slot_20260711_1000_camB_t002968.jpg,C1_EMPTY,0,0
1_empty/slot_20260711_1000_camB_t002983.jpg,C1_EMPTY,0,0
1_empty/slot_20260711_1000_camB_t002998.jpg,C1_EMPTY,0,0
1_empty/slot_20260711_1000_camB_t003013.jpg,C1_EMPTY,0,0
1_empty/slot_20260711_1000_camB_t003028.jpg,C1_EMPTY,0,0
1_empty/slot_20260711_1000_camB_t003043.jpg,C1_EMPTY,0,0
1_empty/slot_20260711_1000_camB_t003058.jpg,C1_EMPTY,0,0
1_empty/slot_20260711_1000_camB_t003073.jpg,C1_EMPTY,0,0
1_empty/slot_20260711_1000_camB_t003088.jpg,C1_EMPTY,0,0
1_empty/slot_20260711_1000_camB_t003103.jpg,C1_EMPTY,0,0
1_empty/slot_20260711_1000_camB_t003118.jpg,C1_EMPTY,1,1
1_empty/slot_20260711_1000_camB_t003133.jpg,C1_EMPTY,0,0
1_empty/slot_20260711_1000_camB_t003148.jpg,C1_EMPTY,0,0
1_empty/slot_20260711_1000_camB_t003163.jpg,C1_EMPTY,0,0
1_empty/slot_20260711_1000_camB_t003178.jpg,C1_EMPTY,0,0
1_empty/slot_20260711_1000_camB_t003193.jpg,C1_EMPTY,0,0
1_empty/slot_20260711_1000_camB_t003208.jpg,C1_EMPTY,0,0
1_empty/slot_20260711_1000_camB_t003223.jpg,C1_EMPTY,0,0
1_empty/slot_20260711_1000_camB_t003238.jpg,C1_EMPTY,0,0
1_empty/slot_20260711_1000_camB_t003253.jpg,C1_EMPTY,0,0
1_empty/slot_20260711_1000_camB_t003268.jpg,C1_EMPTY,0,0
1_empty/slot_20260711_1000_camB_t003283.jpg,C1_EMPTY,0,0
1_empty/slot_20260711_1000_camB_t003298.jpg,C1_EMPTY,0,0
1_empty/slot_20260711_1000_camB_t003313.jpg,C1_EMPTY,0,0
1_empty/slot_20260711_1000_camB_t003328.jpg,C1_EMPTY,0,0
1_empty/slot_20260711_1000_camB_t003343.jpg,C1_EMPTY,0,0
1_empty/slot_20260711_1000_camB_t003358.jpg,C1_EMPTY,0,0
1_empty/slot_20260711_1000_camB_t003373.jpg,C1_EMPTY,0,0
1_empty/slot_20260711_1000_camB_t003388.jpg,C1_EMPTY,0,0
1_empty/slot_20260711_1000_camB_t003403.jpg,C1_EMPTY,0,0
1_empty/slot_20260711_1000_camB_t003418.jpg,C1_EMPTY,0,0
1_empty/slot_20260711_1000_camB_t003433.jpg,C1_EMPTY,0,0
1_empty/slot_20260711_1000_camB_t003448.jpg,C1_EMPTY,0,0
1_empty/slot_20260712_2030_camA_t000074.jpg,C1_EMPTY,2,2
1_empty/slot_20260712_2030_camA_t001633.jpg,C1_EMPTY,1,1
1_empty/slot_20260712_2030_camA_t001663.jpg,C1_EMPTY,0,0
1_empty/slot_20260712_2030_camA_t002322.jpg,C1_EMPTY,1,1
1_empty/slot_20260712_2030_camA_t002861.jpg,C1_EMPTY,0,0
2_playing/slot_20260712_2030_camA_t000000.jpg,C2_ACTIVE_PLAY,6,6
2_playing/slot_20260712_2030_camA_t000014.jpg,C2_ACTIVE_PLAY,6,6
2_playing/slot_20260712_2030_camA_t000029.jpg,C2_ACTIVE_PLAY,2,2
2_playing/slot_20260712_2030_camA_t000044.jpg,C2_ACTIVE_PLAY,2,2
2_playing/slot_20260712_2030_camA_t000059.jpg,C2_ACTIVE_PLAY,0,0
2_playing/slot_20260712_2030_camA_t000089.jpg,C2_ACTIVE_PLAY,2,2
2_playing/slot_20260712_2030_camA_t000104.jpg,C2_ACTIVE_PLAY,4,4
2_playing/slot_20260712_2030_camA_t000119.jpg,C2_ACTIVE_PLAY,3,3
2_playing/slot_20260712_2030_camA_t000134.jpg,C2_ACTIVE_PLAY,3,3
2_playing/slot_20260712_2030_camA_t000149.jpg,C2_ACTIVE_PLAY,2,2
2_playing/slot_20260712_2030_camA_t000164.jpg,C2_ACTIVE_PLAY,4,4
2_playing/slot_20260712_2030_camA_t000179.jpg,C2_ACTIVE_PLAY,5,5
2_playing/slot_20260712_2030_camA_t000194.jpg,C2_ACTIVE_PLAY,14,14
2_playing/slot_20260712_2030_camA_t000200_m.jpg,C2_ACTIVE_PLAY,14,14
2_playing/slot_20260712_2030_camA_t000209.jpg,C2_ACTIVE_PLAY,10,10
2_playing/slot_20260712_2030_camA_t000224.jpg,C2_ACTIVE_PLAY,4,3
2_playing/slot_20260712_2030_camA_t000239.jpg,C2_ACTIVE_PLAY,5,5
2_playing/slot_20260712_2030_camA_t000254.jpg,C2_ACTIVE_PLAY,9,9
2_playing/slot_20260712_2030_camA_t000269.jpg,C2_ACTIVE_PLAY,7,7
2_playing/slot_20260712_2030_camA_t000284.jpg,C2_ACTIVE_PLAY,11,11
2_playing/slot_20260712_2030_camA_t000299.jpg,C2_ACTIVE_PLAY,9,9
2_playing/slot_20260712_2030_camA_t000310_m.jpg,C2_ACTIVE_PLAY,7,6
2_playing/slot_20260712_2030_camA_t000314.jpg,C2_ACTIVE_PLAY,4,4
2_playing/slot_20260712_2030_camA_t000327_m.jpg,C2_ACTIVE_PLAY,11,11
2_playing/slot_20260712_2030_camA_t000329.jpg,C2_ACTIVE_PLAY,9,8
2_playing/slot_20260712_2030_camA_t000344.jpg,C2_ACTIVE_PLAY,2,2
2_playing/slot_20260712_2030_camA_t000359.jpg,C2_ACTIVE_PLAY,4,4
2_playing/slot_20260712_2030_camA_t000374.jpg,C2_ACTIVE_PLAY,9,8
2_playing/slot_20260712_2030_camA_t000389.jpg,C2_ACTIVE_PLAY,11,11
2_playing/slot_20260712_2030_camA_t000404.jpg,C2_ACTIVE_PLAY,9,8
2_playing/slot_20260712_2030_camA_t000419.jpg,C2_ACTIVE_PLAY,2,2
2_playing/slot_20260712_2030_camA_t000434.jpg,C2_ACTIVE_PLAY,6,6
2_playing/slot_20260712_2030_camA_t000449.jpg,C2_ACTIVE_PLAY,9,9
2_playing/slot_20260712_2030_camA_t000464.jpg,C2_ACTIVE_PLAY,15,15
2_playing/slot_20260712_2030_camA_t000472_m.jpg,C2_ACTIVE_PLAY,10,10
2_playing/slot_20260712_2030_camA_t000479.jpg,C2_ACTIVE_PLAY,8,8
2_playing/slot_20260712_2030_camA_t000494.jpg,C2_ACTIVE_PLAY,4,4
2_playing/slot_20260712_2030_camA_t000509.jpg,C2_ACTIVE_PLAY,2,2
2_playing/slot_20260712_2030_camA_t000524.jpg,C2_ACTIVE_PLAY,8,8
2_playing/slot_20260712_2030_camA_t000529_m.jpg,C2_ACTIVE_PLAY,14,13
2_playing/slot_20260712_2030_camA_t000534_m.jpg,C2_ACTIVE_PLAY,13,12
2_playing/slot_20260712_2030_camA_t000539.jpg,C2_ACTIVE_PLAY,11,10
2_playing/slot_20260712_2030_camA_t000544_m.jpg,C2_ACTIVE_PLAY,9,8
2_playing/slot_20260712_2030_camA_t000554.jpg,C2_ACTIVE_PLAY,6,6
2_playing/slot_20260712_2030_camA_t000569.jpg,C2_ACTIVE_PLAY,4,4
2_playing/slot_20260712_2030_camA_t000584.jpg,C2_ACTIVE_PLAY,6,5
2_playing/slot_20260712_2030_camA_t000597_m.jpg,C2_ACTIVE_PLAY,6,4
2_playing/slot_20260712_2030_camA_t000599.jpg,C2_ACTIVE_PLAY,8,8
2_playing/slot_20260712_2030_camA_t000614.jpg,C2_ACTIVE_PLAY,10,10
2_playing/slot_20260712_2030_camA_t000621_m.jpg,C2_ACTIVE_PLAY,11,9
2_playing/slot_20260712_2030_camA_t000629.jpg,C2_ACTIVE_PLAY,5,4
2_playing/slot_20260712_2030_camA_t000642_m.jpg,C2_ACTIVE_PLAY,7,5
2_playing/slot_20260712_2030_camA_t000644.jpg,C2_ACTIVE_PLAY,8,7
2_playing/slot_20260712_2030_camA_t000659.jpg,C2_ACTIVE_PLAY,4,2
2_playing/slot_20260712_2030_camA_t000674.jpg,C2_ACTIVE_PLAY,3,3
2_playing/slot_20260712_2030_camA_t000689.jpg,C2_ACTIVE_PLAY,5,5
2_playing/slot_20260712_2030_camA_t000704.jpg,C2_ACTIVE_PLAY,9,9
2_playing/slot_20260712_2030_camA_t000714_m.jpg,C2_ACTIVE_PLAY,10,8
2_playing/slot_20260712_2030_camA_t000719.jpg,C2_ACTIVE_PLAY,9,9
2_playing/slot_20260712_2030_camA_t000734.jpg,C2_ACTIVE_PLAY,3,3
2_playing/slot_20260712_2030_camA_t000749.jpg,C2_ACTIVE_PLAY,12,12
2_playing/slot_20260712_2030_camA_t000754_m.jpg,C2_ACTIVE_PLAY,10,10
2_playing/slot_20260712_2030_camA_t000764.jpg,C2_ACTIVE_PLAY,11,11
2_playing/slot_20260712_2030_camA_t000779.jpg,C2_ACTIVE_PLAY,4,4
2_playing/slot_20260712_2030_camA_t000794.jpg,C2_ACTIVE_PLAY,3,3
2_playing/slot_20260712_2030_camA_t000809.jpg,C2_ACTIVE_PLAY,6,6
2_playing/slot_20260712_2030_camA_t000822_m.jpg,C2_ACTIVE_PLAY,9,8
2_playing/slot_20260712_2030_camA_t000824.jpg,C2_ACTIVE_PLAY,10,9
2_playing/slot_20260712_2030_camA_t000836_m.jpg,C2_ACTIVE_PLAY,8,8
2_playing/slot_20260712_2030_camA_t000839.jpg,C2_ACTIVE_PLAY,7,7
2_playing/slot_20260712_2030_camA_t000854.jpg,C2_ACTIVE_PLAY,8,7
2_playing/slot_20260712_2030_camA_t000859_m.jpg,C2_ACTIVE_PLAY,10,9
2_playing/slot_20260712_2030_camA_t000869.jpg,C2_ACTIVE_PLAY,7,7
2_playing/slot_20260712_2030_camA_t000884.jpg,C2_ACTIVE_PLAY,9,9
2_playing/slot_20260712_2030_camA_t000899.jpg,C2_ACTIVE_PLAY,8,8
2_playing/slot_20260712_2030_camA_t000913.jpg,C2_ACTIVE_PLAY,8,7
2_playing/slot_20260712_2030_camA_t000928.jpg,C2_ACTIVE_PLAY,2,2
2_playing/slot_20260712_2030_camA_t000943.jpg,C2_ACTIVE_PLAY,13,12
2_playing/slot_20260712_2030_camA_t000958.jpg,C2_ACTIVE_PLAY,4,4
2_playing/slot_20260712_2030_camA_t000973.jpg,C2_ACTIVE_PLAY,2,2
2_playing/slot_20260712_2030_camA_t000988.jpg,C2_ACTIVE_PLAY,1,1
2_playing/slot_20260712_2030_camA_t001003.jpg,C2_ACTIVE_PLAY,4,4
2_playing/slot_20260712_2030_camA_t001018.jpg,C2_ACTIVE_PLAY,11,10
2_playing/slot_20260712_2030_camA_t001033.jpg,C2_ACTIVE_PLAY,9,9
2_playing/slot_20260712_2030_camA_t001048.jpg,C2_ACTIVE_PLAY,4,4
2_playing/slot_20260712_2030_camA_t001063.jpg,C2_ACTIVE_PLAY,2,2
2_playing/slot_20260712_2030_camA_t001078.jpg,C2_ACTIVE_PLAY,5,5
2_playing/slot_20260712_2030_camA_t001093.jpg,C2_ACTIVE_PLAY,7,7
2_playing/slot_20260712_2030_camA_t001108.jpg,C2_ACTIVE_PLAY,3,3
2_playing/slot_20260712_2030_camA_t001123.jpg,C2_ACTIVE_PLAY,12,12
2_playing/slot_20260712_2030_camA_t001138.jpg,C2_ACTIVE_PLAY,8,8
2_playing/slot_20260712_2030_camA_t001153.jpg,C2_ACTIVE_PLAY,7,7
2_playing/slot_20260712_2030_camA_t001168.jpg,C2_ACTIVE_PLAY,6,6
2_playing/slot_20260712_2030_camA_t001183.jpg,C2_ACTIVE_PLAY,7,7
2_playing/slot_20260712_2030_camA_t001198.jpg,C2_ACTIVE_PLAY,5,5
2_playing/slot_20260712_2030_camA_t001213.jpg,C2_ACTIVE_PLAY,7,7
2_playing/slot_20260712_2030_camA_t001228.jpg,C2_ACTIVE_PLAY,8,8
2_playing/slot_20260712_2030_camA_t001243.jpg,C2_ACTIVE_PLAY,6,6
2_playing/slot_20260712_2030_camA_t001258.jpg,C2_ACTIVE_PLAY,9,8
