file,venue,class3,detected,current,flat-field,grown,contour
1_empty/slot_20260711_1000_camB_t000749.jpg,venue_01,C1_EMPTY,1,1,1,1,1
1_empty/slot_20260711_1000_camB_t000764.jpg,venue_01,C1_EMPTY,0,0,0,0,0
1_empty/slot_20260711_1000_camB_t000779.jpg,venue_01,C1_EMPTY,1,1,1,1,1
1_empty/slot_20260711_1000_camB_t000794.jpg,venue_01,C1_EMPTY,0,0,0,0,0
1_empty/slot_20260711_1000_camB_t000809.jpg,venue_01,C1_EMPTY,0,0,0,0,0
1_empty/slot_20260711_1000_camB_t000824.jpg,venue_01,C1_EMPTY,0,0,0,0,0
1_empty/slot_20260711_1000_camB_t000839.jpg,venue_01,C1_EMPTY,1,1,1,1,1
1_empty/slot_20260711_1000_camB_t000854.jpg,venue_01,C1_EMPTY,0,0,0,0,0
1_empty/slot_20260711_1000_camB_t000869.jpg,venue_01,C1_EMPTY,0,0,0,0,0
1_empty/slot_20260711_1000_camB_t000884.jpg,venue_01,C1_EMPTY,0,0,0,0,0
1_empty/slot_20260711_1000_camB_t000899.jpg,venue_01,C1_EMPTY,0,0,0,0,0
1_empty/slot_20260711_1000_camB_t000914.jpg,venue_01,C1_EMPTY,0,0,0,0,0
1_empty/slot_20260711_1000_camB_t000929.jpg,venue_01,C1_EMPTY,1,0,1,1,0
1_empty/slot_20260711_1000_camB_t000944.jpg,venue_01,C1_EMPTY,0,0,0,0,0
1_empty/slot_20260711_1000_camB_t000959.jpg,venue_01,C1_EMPTY,0,0,0,0,0
1_empty/slot_20260711_1000_camB_t000974.jpg,venue_01,C1_EMPTY,0,0,0,0,0
1_empty/slot_20260711_1000_camB_t000989.jpg,venue_01,C1_EMPTY,0,0,0,0,0
1_empty/slot_20260711_1000_camB_t001004.jpg,venue_01,C1_EMPTY,0,0,0,0,0
1_empty/slot_20260711_1000_camB_t001019.jpg,venue_01,C1_EMPTY,0,0,0,0,0
1_empty/slot_20260711_1000_camB_t001034.jpg,venue_01,C1_EMPTY,0,0,0,0,0
1_empty/slot_20260711_1000_camB_t001049.jpg,venue_01,C1_EMPTY,0,0,0,0,0
1_empty/slot_20260711_1000_camB_t001054_m.jpg,venue_01,C1_EMPTY,0,0,0,0,0
1_empty/slot_20260711_1000_camB_t001064.jpg,venue_01,C1_EMPTY,0,0,0,0,0
1_empty/slot_20260711_1000_camB_t001079.jpg,venue_01,C1_EMPTY,0,0,0,0,0
1_empty/slot_20260711_1000_camB_t001094.jpg,venue_01,C1_EMPTY,0,0,0,0,0
1_empty/slot_20260711_1000_camB_t001109.jpg,venue_01,C1_EMPTY,0,0,0,0,0
1_empty/slot_20260711_1000_camB_t001124.jpg,venue_01,C1_EMPTY,0,0,0,0,0
1_empty/slot_20260711_1000_camB_t001139.jpg,venue_01,C1_EMPTY,0,0,0,0,0
1_empty/slot_20260711_1000_camB_t001154.jpg,venue_01,C1_EMPTY,0,0,0,0,0
1_empty/slot_20260711_1000_camB_t001169.jpg,venue_01,C1_EMPTY,0,0,0,0,0
1_empty/slot_20260711_1000_camB_t001184.jpg,venue_01,C1_EMPTY,0,0,0,0,0
1_empty/slot_20260711_1000_camB_t001199.jpg,venue_01,C1_EMPTY,0,0,0,0,0
1_empty/slot_20260711_1000_camB_t001214.jpg,venue_01,C1_EMPTY,0,0,0,0,0
1_empty/slot_20260711_1000_camB_t001229.jpg,venue_01,C1_EMPTY,0,0,0,0,0
1_empty/slot_20260711_1000_camB_t001244.jpg,venue_01,C1_EMPTY,0,0,0,0,0
1_empty/slot_20260711_1000_camB_t001259.jpg,venue_01,C1_EMPTY,0,0,0,0,0
1_empty/slot_20260711_1000_camB_t001274.jpg,venue_01,C1_EMPTY,0,0,0,0,0
1_empty/slot_20260711_1000_camB_t001289.jpg,venue_01,C1_EMPTY,0,0,0,0,0
1_empty/slot_20260711_1000_camB_t001304.jpg,venue_01,C1_EMPTY,0,0,0,0,0
1_empty/slot_20260711_1000_camB_t001319.jpg,venue_01,C1_EMPTY,0,0,0,0,0
1_empty/slot_20260711_1000_camB_t001334.jpg,venue_01,C1_EMPTY,0,0,0,0,0
1_empty/slot_20260711_1000_camB_t001349.jpg,venue_01,C1_EMPTY,0,0,0,0,0
1_empty/slot_20260711_1000_camB_t001364.jpg,venue_01,C1_EMPTY,0,0,0,0,0
1_empty/slot_20260711_1000_camB_t001379.jpg,venue_01,C1_EMPTY,0,0,0,0,0
1_empty/slot_20260711_1000_camB_t001394.jpg,venue_01,C1_EMPTY,0,0,0,0,0
1_empty/slot_20260711_1000_camB_t001409.jpg,venue_01,C1_EMPTY,0,0,0,0,0
1_empty/slot_20260711_1000_camB_t001424.jpg,venue_01,C1_EMPTY,1,1,1,1,1
1_empty/slot_20260711_1000_camB_t001439.jpg,venue_01,C1_EMPTY,0,0,0,0,0
1_empty/slot_20260711_1000_camB_t001454.jpg,venue_01,C1_EMPTY,1,1,1,1,1
1_empty/slot_20260711_1000_camB_t001469.jpg,venue_01,C1_EMPTY,1,1,1,1,0
1_empty/slot_20260711_1000_camB_t001484.jpg,venue_01,C1_EMPTY,0,0,0,0,0
1_empty/slot_20260711_1000_camB_t001499.jpg,venue_01,C1_EMPTY,0,0,0,0,0
1_empty/slot_20260711_1000_camB_t001514.jpg,venue_01,C1_EMPTY,0,0,0,0,0
1_empty/slot_20260711_1000_camB_t001529.jpg,venue_01,C1_EMPTY,1,1,1,1,1
1_empty/slot_20260711_1000_camB_t001544.jpg,venue_01,C1_EMPTY,0,0,0,0,0
1_empty/slot_20260711_1000_camB_t001559.jpg,venue_01,C1_EMPTY,0,0,0,0,0
1_empty/slot_20260711_1000_camB_t001574.jpg,venue_01,C1_EMPTY,0,0,0,0,0
1_empty/slot_20260711_1000_camB_t001589.jpg,venue_01,C1_EMPTY,0,0,0,0,0
1_empty/slot_20260711_1000_camB_t001604.jpg,venue_01,C1_EMPTY,0,0,0,0,0
1_empty/slot_20260711_1000_camB_t001619.jpg,venue_01,C1_EMPTY,0,0,0,0,0
1_empty/slot_20260711_1000_camB_t001634.jpg,venue_01,C1_EMPTY,0,0,0,0,0
1_empty/slot_20260711_1000_camB_t001649.jpg,venue_01,C1_EMPTY,0,0,0,0,0
1_empty/slot_20260711_1000_camB_t001664.jpg,venue_01,C1_EMPTY,0,0,0,0,0
1_empty/slot_20260711_1000_camB_t001679.jpg,venue_01,C1_EMPTY,0,0,0,0,0
1_empty/slot_20260711_1000_camB_t001694.jpg,venue_01,C1_EMPTY,0,0,0,0,0
1_empty/slot_20260711_1000_camB_t001709.jpg,venue_01,C1_EMPTY,0,0,0,0,0
1_empty/slot_20260711_1000_camB_t001724.jpg,venue_01,C1_EMPTY,0,0,0,0,0
1_empty/slot_20260711_1000_camB_t001739.jpg,venue_01,C1_EMPTY,0,0,0,0,0
1_empty/slot_20260711_1000_camB_t001754.jpg,venue_01,C1_EMPTY,0,0,0,0,0
1_empty/slot_20260711_1000_camB_t001769.jpg,venue_01,C1_EMPTY,0,0,0,0,0
1_empty/slot_20260711_1000_camB_t001784.jpg,venue_01,C1_EMPTY,0,0,0,0,0
1_empty/slot_20260711_1000_camB_t001799.jpg,venue_01,C1_EMPTY,0,0,0,0,0
1_empty/slot_20260711_1000_camB_t001814.jpg,venue_01,C1_EMPTY,0,0,0,0,0
1_empty/slot_20260711_1000_camB_t001829.jpg,venue_01,C1_EMPTY,0,0,0,0,0
1_empty/slot_20260711_1000_camB_t001844.jpg,venue_01,C1_EMPTY,0,0,0,0,0
1_empty/slot_20260711_1000_camB_t001859.jpg,venue_01,C1_EMPTY,0,0,0,0,0
1_empty/slot_20260711_1000_camB_t001874.jpg,venue_01,C1_EMPTY,0,0,0,0,0
1_empty/slot_20260711_1000_camB_t001889.jpg,venue_01,C1_EMPTY,0,0,0,0,0
1_empty/slot_20260711_1000_camB_t001904.jpg,venue_01,C1_EMPTY,1,1,1,1,0
1_empty/slot_20260711_1000_camB_t001919.jpg,venue_01,C1_EMPTY,0,0,0,0,0
1_empty/slot_20260711_1000_camB_t001934.jpg,venue_01,C1_EMPTY,0,0,0,0,0
1_empty/slot_20260711_1000_camB_t001949.jpg,venue_01,C1_EMPTY,0,0,0,0,0
1_empty/slot_20260711_1000_camB_t001963.jpg,venue_01,C1_EMPTY,0,0,0,0,0
1_empty/slot_20260711_1000_camB_t001978.jpg,venue_01,C1_EMPTY,0,0,0,0,0
1_empty/slot_20260711_1000_camB_t001993.jpg,venue_01,C1_EMPTY,0,0,0,0,0
1_empty/slot_20260711_1000_camB_t002008.jpg,venue_01,C1_EMPTY,0,0,0,0,0
1_empty/slot_20260711_1000_camB_t002023.jpg,venue_01,C1_EMPTY,0,0,0,0,0
1_empty/slot_20260711_1000_camB_t002038.jpg,venue_01,C1_EMPTY,0,0,0,0,0
1_empty/slot_20260711_1000_camB_t002053.jpg,venue_01,C1_EMPTY,0,0,0,0,0
1_empty/slot_20260711_1000_camB_t002068.jpg,venue_01,C1_EMPTY,0,0,0,0,0
1_empty/slot_20260711_1000_camB_t002083.jpg,venue_01,C1_EMPTY,0,0,0,0,0
1_empty/slot_20260711_1000_camB_t002098.jpg,venue_01,C1_EMPTY,0,0,0,0,0
1_empty/slot_20260711_1000_camB_t002113.jpg,venue_01,C1_EMPTY,0,0,0,0,0
1_empty/slot_20260711_1000_camB_t002118_m.jpg,venue_01,C1_EMPTY,1,0,1,1,0
1_empty/slot_20260711_1000_camB_t002128.jpg,venue_01,C1_EMPTY,0,0,0,0,0
1_empty/slot_20260711_1000_camB_t002143.jpg,venue_01,C1_EMPTY,0,0,0,0,0
1_empty/slot_20260711_1000_camB_t002158.jpg,venue_01,C1_EMPTY,0,0,0,0,0
1_empty/slot_20260711_1000_camB_t002173.jpg,venue_01,C1_EMPTY,0,0,0,0,0
1_empty/slot_20260711_1000_camB_t002188.jpg,venue_01,C1_EMPTY,0,0,0,0,0
1_empty/slot_20260711_1000_camB_t002203.jpg,venue_01,C1_EMPTY,0,0,0,0,0
1_empty/slot_20260711_1000_camB_t002218.jpg,venue_01,C1_EMPTY,0,0,0,0,0
1_empty/slot_20260711_1000_camB_t002233.jpg,venue_01,C1_EMPTY,0,0,0,0,0
1_empty/slot_20260711_1000_camB_t002248.jpg,venue_01,C1_EMPTY,0,0,0,0,0
1_empty/slot_20260711_1000_camB_t002263.jpg,venue_01,C1_EMPTY,0,0,0,0,0
1_empty/slot_20260711_1000_camB_t002278.jpg,venue_01,C1_EMPTY,0,0,0,0,0
1_empty/slot_20260711_1000_camB_t002293.jpg,venue_01,C1_EMPTY,0,0,0,0,0
1_empty/slot_20260711_1000_camB_t002308.jpg,venue_01,C1_EMPTY,0,0,0,0,0
1_empty/slot_20260711_1000_camB_t002323.jpg,venue_01,C1_EMPTY,0,0,0,0,0
1_empty/slot_20260711_1000_camB_t002338.jpg,venue_01,C1_EMPTY,0,0,0,0,0
1_empty/slot_20260711_1000_camB_t002353.jpg,venue_01,C1_EMPTY,0,0,0,0,0
1_empty/slot_20260711_1000_camB_t002368.jpg,venue_01,C1_EMPTY,0,0,0,0,0
1_empty/slot_20260711_1000_camB_t002383.jpg,venue_01,C1_EMPTY,0,0,0,0,0
1_empty/slot_20260711_1000_camB_t002398.jpg,venue_01,C1_EMPTY,0,0,0,0,0
1_empty/slot_20260711_1000_camB_t002413.jpg,venue_01,C1_EMPTY,0,0,0,0,0
1_empty/slot_20260711_1000_camB_t002428.jpg,venue_01,C1_EMPTY,0,0,0,0,0
1_empty/slot_20260711_1000_camB_t002443.jpg,venue_01,C1_EMPTY,0,0,0,0,0
1_empty/slot_20260711_1000_camB_t002458.jpg,venue_01,C1_EMPTY,0,0,0,0,0
1_empty/slot_20260711_1000_camB_t002473.jpg,venue_01,C1_EMPTY,0,0,0,0,0
1_empty/slot_20260711_1000_camB_t002488.jpg,venue_01,C1_EMPTY,0,0,0,0,0
1_empty/slot_20260711_1000_camB_t002503.jpg,venue_01,C1_EMPTY,0,0,0,0,0
1_empty/slot_20260711_1000_camB_t002518.jpg,venue_01,C1_EMPTY,0,0,0,0,0
1_empty/slot_20260711_1000_camB_t002533.jpg,venue_01,C1_EMPTY,0,0,0,0,0
1_empty/slot_20260711_1000_camB_t002548.jpg,venue_01,C1_EMPTY,0,0,0,0,0
1_empty/slot_20260711_1000_camB_t002563.jpg,venue_01,C1_EMPTY,0,0,0,0,0
1_empty/slot_20260711_1000_camB_t002578.jpg,venue_01,C1_EMPTY,0,0,0,0,0
1_empty/slot_20260711_1000_camB_t002593.jpg,venue_01,C1_EMPTY,0,0,0,0,0
1_empty/slot_20260711_1000_camB_t002608.jpg,venue_01,C1_EMPTY,0,0,0,0,0
1_empty/slot_20260711_1000_camB_t002623.jpg,venue_01,C1_EMPTY,0,0,0,0,0
1_empty/slot_20260711_1000_camB_t002638.jpg,venue_01,C1_EMPTY,0,0,0,0,0
1_empty/slot_20260711_1000_camB_t002653.jpg,venue_01,C1_EMPTY,0,0,0,0,0
1_empty/slot_20260711_1000_camB_t002668.jpg,venue_01,C1_EMPTY,0,0,0,0,0
1_empty/slot_20260711_1000_camB_t002683.jpg,venue_01,C1_EMPTY,0,0,0,0,0
1_empty/slot_20260711_1000_camB_t002698.jpg,venue_01,C1_EMPTY,0,0,0,0,0
1_empty/slot_20260711_1000_camB_t002713.jpg,venue_01,C1_EMPTY,0,0,0,0,0
1_empty/slot_20260711_1000_camB_t002728.jpg,venue_01,C1_EMPTY,0,0,0,0,0
1_empty/slot_20260711_1000_camB_t002743.jpg,venue_01,C1_EMPTY,0,0,0,0,0
1_empty/slot_20260711_1000_camB_t002758.jpg,venue_01,C1_EMPTY,0,0,0,0,0
1_empty/slot_20260711_1000_camB_t002773.jpg,venue_01,C1_EMPTY,0,0,0,0,0
1_empty/slot_20260711_1000_camB_t002788.jpg,venue_01,C1_EMPTY,0,0,0,0,0
1_empty/slot_20260711_1000_camB_t002803.jpg,venue_01,C1_EMPTY,0,0,0,0,0
1_empty/slot_20260711_1000_camB_t002818.jpg,venue_01,C1_EMPTY,0,0,0,0,0
1_empty/slot_20260711_1000_camB_t002833.jpg,venue_01,C1_EMPTY,0,0,0,0,0
1_empty/slot_20260711_1000_camB_t002848.jpg,venue_01,C1_EMPTY,0,0,0,0,0
1_empty/slot_20260711_1000_camB_t002863.jpg,venue_01,C1_EMPTY,0,0,0,0,0
1_empty/slot_20260711_1000_camB_t002878.jpg,venue_01,C1_EMPTY,0,0,0,0,0
1_empty/slot_20260711_1000_camB_t002893.jpg,venue_01,C1_EMPTY,0,0,0,0,0
1_empty/slot_20260711_1000_camB_t002908.jpg,venue_01,C1_EMPTY,0,0,0,0,0
1_empty/slot_20260711_1000_camB_t002923.jpg,venue_01,C1_EMPTY,0,0,0,0,0
1_empty/slot_20260711_1000_camB_t002938.jpg,venue_01,C1_EMPTY,0,0,0,0,0
1_empty/slot_20260711_1000_camB_t002953.jpg,venue_01,C1_EMPTY,0,0,0,0,0
1_empty/slot_20260711_1000_camB_t002968.jpg,venue_01,C1_EMPTY,0,0,0,0,0
1_empty/slot_20260711_1000_camB_t002983.jpg,venue_01,C1_EMPTY,0,0,0,0,0
1_empty/slot_20260711_1000_camB_t002998.jpg,venue_01,C1_EMPTY,0,0,0,0,0
1_empty/slot_20260711_1000_camB_t003013.jpg,venue_01,C1_EMPTY,0,0,0,0,0
1_empty/slot_20260711_1000_camB_t003028.jpg,venue_01,C1_EMPTY,0,0,0,0,0
1_empty/slot_20260711_1000_camB_t003043.jpg,venue_01,C1_EMPTY,0,0,0,0,0
1_empty/slot_20260711_1000_camB_t003058.jpg,venue_01,C1_EMPTY,0,0,0,0,0
1_empty/slot_20260711_1000_camB_t003073.jpg,venue_01,C1_EMPTY,0,0,0,0,0
1_empty/slot_20260711_1000_camB_t003088.jpg,venue_01,C1_EMPTY,0,0,0,0,0
1_empty/slot_20260711_1000_camB_t003103.jpg,venue_01,C1_EMPTY,0,0,0,0,0
1_empty/slot_20260711_1000_camB_t003118.jpg,venue_01,C1_EMPTY,1,1,1,1,0
1_empty/slot_20260711_1000_camB_t003133.jpg,venue_01,C1_EMPTY,0,0,0,0,0
1_empty/slot_20260711_1000_camB_t003148.jpg,venue_01,C1_EMPTY,0,0,0,0,0
1_empty/slot_20260711_1000_camB_t003163.jpg,venue_01,C1_EMPTY,0,0,0,0,0
1_empty/slot_20260711_1000_camB_t003178.jpg,venue_01,C1_EMPTY,0,0,0,0,0
1_empty/slot_20260711_1000_camB_t003193.jpg,venue_01,C1_EMPTY,0,0,0,0,0
1_empty/slot_20260711_1000_camB_t003208.jpg,venue_01,C1_EMPTY,0,0,0,0,0
1_empty/slot_20260711_1000_camB_t003223.jpg,venue_01,C1_EMPTY,0,0,0,0,0
1_empty/slot_20260711_1000_camB_t003238.jpg,venue_01,C1_EMPTY,0,0,0,0,0
1_empty/slot_20260711_1000_camB_t003253.jpg,venue_01,C1_EMPTY,0,0,0,0,0
1_empty/slot_20260711_1000_camB_t003268.jpg,venue_01,C1_EMPTY,0,0,0,0,0
1_empty/slot_20260711_1000_camB_t003283.jpg,venue_01,C1_EMPTY,0,0,0,0,0
1_empty/slot_20260711_1000_camB_t003298.jpg,venue_01,C1_EMPTY,0,0,0,0,0
1_empty/slot_20260711_1000_camB_t003313.jpg,venue_01,C1_EMPTY,0,0,0,0,0
1_empty/slot_20260711_1000_camB_t003328.jpg,venue_01,C1_EMPTY,0,0,0,0,0
1_empty/slot_20260711_1000_camB_t003343.jpg,venue_01,C1_EMPTY,0,0,0,0,0
1_empty/slot_20260711_1000_camB_t003358.jpg,venue_01,C1_EMPTY,0,0,0,0,0
1_empty/slot_20260711_1000_camB_t003373.jpg,venue_01,C1_EMPTY,0,0,0,0,0
1_empty/slot_20260711_1000_camB_t003388.jpg,venue_01,C1_EMPTY,0,0,0,0,0
1_empty/slot_20260711_1000_camB_t003403.jpg,venue_01,C1_EMPTY,0,0,0,0,0
1_empty/slot_20260711_1000_camB_t003418.jpg,venue_01,C1_EMPTY,0,0,0,0,0
1_empty/slot_20260711_1000_camB_t003433.jpg,venue_01,C1_EMPTY,0,0,0,0,0
1_empty/slot_20260711_1000_camB_t003448.jpg,venue_01,C1_EMPTY,0,0,0,0,0
1_empty/slot_20260712_2030_camA_t000074.jpg,venue_01,C1_EMPTY,2,2,2,2,2
1_empty/slot_20260712_2030_camA_t001633.jpg,venue_01,C1_EMPTY,1,1,1,1,1
1_empty/slot_20260712_2030_camA_t001663.jpg,venue_01,C1_EMPTY,0,0,0,0,0
1_empty/slot_20260712_2030_camA_t002322.jpg,venue_01,C1_EMPTY,1,1,1,1,1
1_empty/slot_20260712_2030_camA_t002861.jpg,venue_01,C1_EMPTY,0,0,0,0,0
2_playing/slot_20260712_2030_camA_t000000.jpg,venue_01,C2_ACTIVE_PLAY,6,6,6,6,5
2_playing/slot_20260712_2030_camA_t000014.jpg,venue_01,C2_ACTIVE_PLAY,6,6,6,6,6
2_playing/slot_20260712_2030_camA_t000029.jpg,venue_01,C2_ACTIVE_PLAY,2,2,2,2,2
2_playing/slot_20260712_2030_camA_t000044.jpg,venue_01,C2_ACTIVE_PLAY,2,2,2,2,2
2_playing/slot_20260712_2030_camA_t000059.jpg,venue_01,C2_ACTIVE_PLAY,0,0,0,0,0
2_playing/slot_20260712_2030_camA_t000089.jpg,venue_01,C2_ACTIVE_PLAY,2,2,2,2,2
2_playing/slot_20260712_2030_camA_t000104.jpg,venue_01,C2_ACTIVE_PLAY,4,4,4,4,4
2_playing/slot_20260712_2030_camA_t000119.jpg,venue_01,C2_ACTIVE_PLAY,3,3,3,3,3
2_playing/slot_20260712_2030_camA_t000134.jpg,venue_01,C2_ACTIVE_PLAY,3,3,3,3,3
2_playing/slot_20260712_2030_camA_t000149.jpg,venue_01,C2_ACTIVE_PLAY,2,2,2,2,2
2_playing/slot_20260712_2030_camA_t000164.jpg,venue_01,C2_ACTIVE_PLAY,4,4,4,4,4
2_playing/slot_20260712_2030_camA_t000179.jpg,venue_01,C2_ACTIVE_PLAY,5,5,5,5,5
2_playing/slot_20260712_2030_camA_t000194.jpg,venue_01,C2_ACTIVE_PLAY,14,14,14,14,14
2_playing/slot_20260712_2030_camA_t000200_m.jpg,venue_01,C2_ACTIVE_PLAY,14,14,14,14,14
2_playing/slot_20260712_2030_camA_t000209.jpg,venue_01,C2_ACTIVE_PLAY,10,10,10,10,10
2_playing/slot_20260712_2030_camA_t000224.jpg,venue_01,C2_ACTIVE_PLAY,4,3,3,3,3
2_playing/slot_20260712_2030_camA_t000239.jpg,venue_01,C2_ACTIVE_PLAY,5,5,5,5,5
2_playing/slot_20260712_2030_camA_t000254.jpg,venue_01,C2_ACTIVE_PLAY,9,9,9,9,9
2_playing/slot_20260712_2030_camA_t000269.jpg,venue_01,C2_ACTIVE_PLAY,7,7,7,7,7
2_playing/slot_20260712_2030_camA_t000284.jpg,venue_01,C2_ACTIVE_PLAY,11,11,11,11,11
2_playing/slot_20260712_2030_camA_t000299.jpg,venue_01,C2_ACTIVE_PLAY,9,9,9,9,9
2_playing/slot_20260712_2030_camA_t000310_m.jpg,venue_01,C2_ACTIVE_PLAY,7,6,6,6,6
2_playing/slot_20260712_2030_camA_t000314.jpg,venue_01,C2_ACTIVE_PLAY,4,4,4,4,4
2_playing/slot_20260712_2030_camA_t000327_m.jpg,venue_01,C2_ACTIVE_PLAY,11,11,11,11,10
2_playing/slot_20260712_2030_camA_t000329.jpg,venue_01,C2_ACTIVE_PLAY,9,8,8,8,8
2_playing/slot_20260712_2030_camA_t000344.jpg,venue_01,C2_ACTIVE_PLAY,2,2,2,2,2
2_playing/slot_20260712_2030_camA_t000359.jpg,venue_01,C2_ACTIVE_PLAY,4,4,4,4,4
2_playing/slot_20260712_2030_camA_t000374.jpg,venue_01,C2_ACTIVE_PLAY,9,8,8,8,8
2_playing/slot_20260712_2030_camA_t000389.jpg,venue_01,C2_ACTIVE_PLAY,11,11,11,11,11
2_playing/slot_20260712_2030_camA_t000404.jpg,venue_01,C2_ACTIVE_PLAY,9,8,8,8,8
2_playing/slot_20260712_2030_camA_t000419.jpg,venue_01,C2_ACTIVE_PLAY,2,2,2,2,2
